3M UNITED KINGDOM PUBLIC LIMITED COMPANY,1123045,14,8
SOCIAL INTEREST GROUP,9122052,-3.8,10.1
SOCIETY OF LICENSED VICTUALLERS,RC000569,17.9,18.3
Sodexo Ltd,842846,13.6,11.2
Sodexo Remote Sites Scotland Ltd.,SC059276,16.2,18.7
Sogeti UK Ltd.,4268004,7.8,0.7
Solent Pizza Delivery Ltd.,2289394,5.9,6
Solent Pizza W Ltd.,7757466,3.7,6
South & City College Birmingham,,11.7,30.7
South Bucks District Council,,8.3,10.4
South Cambridgeshire District Council,,-4.9,-17.1
South Essex Special Needs Housing Association Ltd.,IP25999R,1.6,-0.3
South Gloucestershire Council,,11.8,12
South Wales Fire & Rescue Service,,17.5,16.3
SOUTHDOWN HOUSING ASSOCIATION LIMITED,IP20755R,3.7,0
SOUTHERN ELECTRIC POWER DISTRIBUTION PLC,4094290,14.6,18.7
Southside Partnership,2599171,2.9,0
SPAGHETTI HOUSE RESTAURANTS GROUP LIMITED,5670290,1,0
SPIRAX-SARCO LIMITED,509018,24.4,26.8
SPS (EU) HOLDINGS LIMITED,8785395,1,5
SSE CONTRACTING LIMITED,2317133,21.3,20.9
SSE ENERGY SUPPLY LIMITED,3757502,8.9,-3.8
SSE GENERATION LIMITED,2310571,25.5,27
SSE HOME SERVICES LIMITED,SC292102,24.9,24.6
SSE METERING LIMITED,SC318950,-5.8,0
SSE PLC,SC117119,22,19.3
SSE SERVICES PLC,2366879,26.5,29.5
Ssl Group (UK) Ltd.,9381613,31,23.2
ST ANDREWS BREWERS LIMITED,SC415244,-5,6
St Barnabas Hospice Trust (Lincolnshire),3166056,5,-1
St Barnabas Hospices (Sussex) Ltd,930107,4.5,-2.7
St Bartholomew's School,,9.7,19.9
St Bede's and St Joseph's Catholic College,,19.6,35.7
ST BENEDICT'S SCHOOL EALING,8093330,19.9,27.7
St Brendan's Sixth Form College,,10,24
ST CUTHBERT'S CARE,1645917,0.3,-0.5
St Francis Of Assisi Academies Trust,8462151,22,7
St Gilbert Of Sempringham Catholic Academy Trust,8462512,21.3,21.4
St Helen's Metropolitan Borough Council,,8.7,6.9
St Ivo School,7703797,20,26
St Leger Homes Of Doncaster Ltd.,5564649,7.8,7.6
ST MUNGO COMMUNITY HOUSING ASSOCIATION,8225808,-1.1,0.1
St Peter's Hospice,1191227,7.6,-2.9
ST PHILIPS CARE CALEDONIA LIMITED,7013330,10.2,0.6
ST. ANN'S HOSPICE,947220,3.9,-5.4
ST. LUKE'S HOSPICE PLYMOUTH,1505753,2,-10
St.Christophers Fellowship,321509,-1.9,-1
St.Helen's School Northwood,420867,4.7,4.9
Staff Select Ltd,2845770,4.2,2.2
Standard Chartered Bank,ZC000018,30.4,31.4
Standard Chartered PLC,966425,30.4,31.4
STANSTED AIRPORT LIMITED,1990920,11.6,7.9
STAPLETON'S (TYRE SERVICES) LIMITED,332098,-21.4,-24.9
STELRAD LIMITED,2263368,12,19.2
Step Academy Trust,7612865,31,40
STOCK BROOK MANOR (GOLF CLUB) LIMITED,2535759,8.9,0
Stockport Metropolitan Borough Council,,2.8,1.8
STOCKVALE INVESTMENTS LIMITED,6765451,0,0
Stratford-On-Avon District Council,,20.6,26.2
STRATHCARRON HOSPICE,SC068503,4.9,-5.6
STRATHCARRON HOSPICE RETAIL LIMITED,SC357640,4.9,-5.6
Strevens Vehicles Holdings Ltd.,2692287,22.9,21.1
Stroud District Council,,14,17.2
Style Acre,4906985,14.2,0
Styles & Brown Ltd,3507847,10,5
Summit Recruitment Ltd.,9304744,0,0
SUMMIT RESTAURANTS LIMITED,SC239965,0.1,0
SUN CHEMICAL LIMITED,2647054,21.9,21.3
SUN HEALTHCARE LIMITED,4220821,8.1,6.2
Support For Living Ltd.,IP27062R,4.8,7.1
Surface Technology International Ltd.,2292621,19.7,11.7
Surrey Heath Borough Council,,8.3,12.4
Surrey Satellite Technology Ltd.,1916260,7.4,16.5
Sussex Coast College,,15.6,14.8
SUSTRANS LIMITED,1797726,9.5,6
Swale Borough Council,,16.9,21
Swallowfield PLC,1975376,2.2,5.2
SWANN-MORTON LIMITED,696744,36.6,33.3
SWANTON CARE & COMMUNITY LIMITED,5789785,-5.9,0.1
SWECO SERVICES UK LIMITED,2707426,24.8,25.6
Sweet Dreams (Nelson) Ltd.,2322358,-46.4,-4.7
Swift Office Cleaning Services Ltd,4595752,1.7,0
Sydenhams Ltd,168966,10,9
Symphony Learning Trust,7941899,24.1,37.2
Syntel Europe Ltd.,3227061,12.3,4.9
T Brown Group Ltd.,1006630,22.6,24.7
T. QUALITY LIMITED,437914,9.6,9.4
T.R. Fastenings Ltd.,1103675,2.6,-2.2
Talktalk Group Ltd.,6534112,14.6,14.1
Tandridge District Council,,9.4,14.7
TATA CHEMICALS EUROPE LIMITED,2607081,-11,1
TAYLOR WESSING SERVICES LIMITED,7466427,13.5,32.8
TEES ACTIVE LTD,IP29699R,-4.5,-20.6
Telefonica UK Ltd.,1743099,18.6,20.2
Tendring District Council,,-5.2,-13.6
Tenet Group Ltd.,3909395,28,32
TENNECO-WALKER(U.K.)LIMITED,985395,-14.9,-2.3
TENPIN LIMITED,4789703,17.5,2.7
Tes Global Ltd.,2017289,24.7,20.8
TESCO FAMILY DINING LIMITED,8514605,8.3,0
TESCO MAINTENANCE LIMITED,6003554,-47.2,-30.1
Tesco Personal Finance PLC,SC173199,29.2,14.6
TESCO STORES LIMITED,519500,11.5,8.4
THAMES WATER UTILITIES LIMITED,2366661,13.3,15.4
Thanet District Council,,-1.2,5.8
The Action Group,SC105634,2.7,7
The Active Learning Trust Ltd.,7903002,29.1,29.4
THE ALAN NUTTALL PARTNERSHIP LIMITED,1191211,12.2,0.4
THE ALDINGBOURNE TRUST,1385053,1.1,-2
The Aquinas Catholic Academy Trust,8901256,19.9,33.3
THE AUTOMATED TECHNOLOGY GROUP LIMITED,3109235,22,17.8
The Bartrum Group Ltd.,2829124,0,0
"The Bedfordshire, Northamptonshire, Cambridgeshire And Hertfordshire Community Rehabilitation Co. Lt",8802546,2.5,3.9
The Best Connection Group Ltd.,2600534,6.7,2.1
The Big Life Co. Ltd.,4227431,10.4,14.3
THE BOARD OF THE PENSION PROTECTION FUND,,24.9,20.4
The Boston Consulting Group UK LLP,OC359103,26.4,35.2
"The Bristol, Gloucestershire, Somerset And Wiltshire Community Rehabilitation Co. Ltd.",8802537,7.6,1
The British Library,,6.2,1.8
The British Museum,,0,-4
THE CELTIC MANOR RESORT LIMITED,8428620,12.9,8.3
The Challenger Multi Academy Trust,9270040,27.3,46.3
THE CHARTERED INSTITUTE OF PERSONNEL AND DEVELOPMENT,RC000758,14.9,10.8
THE CHILDCARE CORPORATION LIMITED,4125844,25,4.8
THE CHURCH OF ENGLAND CHILDREN'S SOCIETY,40004,17.3,20.8
THE CLAIMS GUYS LIMITED,6821134,-6.8,-3.9
The College of West Anglia,,11.2,19.2
The Collegiate Academy Trust,6336693,29.8,34.8
The Commission for Equality and Human Rights,,-7.5,-8.2
The Co-Operative Bank PLC,990937,30.3,22.6
The Crown Estate Commissioners,,-3,-31
The Cumbria And Lancashire Community Rehabilitation Co. Ltd.,8802569,7,3.9
THE DAUGHTERS OF CHARITY OF ST. VINCENT DE PAUL SERVICES,7638065,8.1,4.9
The David Lewis Centre,2537501,1,-2
The Diocese of Gloucester Academies Trust,8149299,31.6,50
The Diocese Of Norwich Education And Academies Trust,8737435,29.4,42.3
The Donaldson Trust,,-6.4,-15
"The Dorset, Devon And Cornwall Community Rehabilitation Co. Ltd.",8802539,5,7.6
THE EDRINGTON GROUP LIMITED,SC036374,25.5,9.8
The Education Village Academy Trust,7748248,22,13.1
The Engage Multi Academy Trust,8699493,0,0
THE ENGLISH INSTITUTE OF SPORT LIMITED,4420052,6.6,11.4
The Extracare Charitable Trust,2205136,10,18
The Financial Conduct Authority,1920623,19.3,20.9
The First Federation Trust,7819870,33.4,47.6
The Gorse Academies Trust,7465701,13.1,18.4
The Greenacre Academy Trust,7965316,28,43
The Heritage Automotive Ltd.,1660430,9.4,5.7
THE HOSPITAL OF ST JOHN AND ST ELIZABETH,2808390,2.2,-7.1
The Information Commissioner's Office,,9,0.2
THE JPM GROUP COMPANIES LTD,5504892,-0.3,1.2
"THE KENT, SURREY AND SUSSEX COMMUNITY REHABILITATION COMPANY LIMITED",8802556,0.8,2
The Labour Party,,2.5,4
THE LANCASTER LANDMARK HOTEL COMPANY LIMITED,2832349,-5.6,-0.5
The Langley Academy Trust,5358533,27,37
The Learning Academy Trust,7394649,22.5,42.4
The Manchester College,,6.3,7.2
THE MANCHESTER GRAMMAR SCHOOL FOUNDATION TRUSTEE LIMITED,9156289,15.4,17.2
The Medical Protection Society Ltd.,36142,24.5,29.5
The Midcounties Co-Operative Ltd.,IP19025R,14.6,-3.1
The National Archives,,1.1,-2
The National Assembly for Wales Commission (Comisiwn Cynulliad Cenedlaethol Cymru),,-5.7,-23.3
The National Crime Agency,,11.6,16.2
The National Gallery,,14.4,15.2
The National Maritime Museum,,2.3,-0.5
The National Trust For Places of Historic Interest or Natural Beauty,,12.8,14.4
THE NEW FIELDWORK COMPANY (INTERVIEWING) LIMITED,3010057,0,0
THE NORTHVIEW GROUP LIMITED,3050321,22.2,27.2
The Office for Nuclear Regulation,,32.9,55.3
THE OUTWARD BOUND TRUST,6748835,0,-3
The Pirbright Institute,559784,14.7,15.1
The Press Association Ltd.,5946902,0.8,0.5
The Quality Furniture Co. Ltd.,4927144,-22.1,-12.9
The Retreat York,4325622,0,0
The Rowan Learning Trust,8010464,22.4,35.9
THE ROYAL BANK OF SCOTLAND PUBLIC LIMITED COMPANY,SC090312,37.2,36.5
THE ROYAL HORTICULTURAL SOCIETY,RC000480,6.2,-0.4
The Royal Hosptal Chelsea,,16.2,5.8
The Royal Masonic Benevolent Institution Care Co.,1293566,14.4,0.1
THE ROYAL STAR & GARTER HOMES,RC000713,6.2,0
The Sandwell Community Caring Trust,3286106,3,5
THE SAVOY HOTEL LIMITED,3669255,2,3.3
The Shared Learning Trust,5958361,18,30
THE SOCIETY OF ST JAMES ,3009700,10,4
THE SOUTHERN CO-OPERATIVE LIMITED,IP01591R,10,4
The Southfield Grange Trust,7754077,21.2,34.6
The St Neots Learning Partnership,7703784,14.3,23.8
THE STEPHEN PERSE FOUNDATION,6113565,5,2
The Ted Wragg Multi Academy Trust,8545109,17.4,29.6
The Thomas Hardye Multi Academy Trust,7677838,24.9,34.6
The Two Counties Trust,7972029,14.1,22.1
The University of Salford,,14,21
The Village Academy,7738386,22.3,9
The Wales Community Rehabilitation Co. Ltd.,8802571,12.8,17
THE WELLCOME TRUST LIMITED,2711000,30,20.8
The Wensum Trust,7982312,27.3,35.7
The Wilf Ward Family Trust,7568318,1.1,-0.6
The Wilkins Group Ltd.,4872997,18.7,26.8
THE WORKSHOP (WISBECH) LIMITED,3791548,0,0
THE WREKIN HOUSING TRUST LIMITED,3558717,8.3,1.8
THIRD BRIDGE GROUP LIMITED,6263699,33.5,22.8
THOMAS SANDERSON LIMITED,4626841,-3.6,-4.6
THOMSON AIRWAYS LIMITED,555445,56.9,47.3
Three Rivers District Council,,-11,-42
TIGER U.K. (MIDLANDS) LIMITED,8702161,12.9,6
Tillery Valley Foods Ltd.,2065462,8.8,3.2
Tithegrove Ltd.,1802721,-0.3,4.8
TMD FRICTION UK LIMITED,4330235,4,11.2
Tonbridge & Malling Borough Council,,23.9,33.6
TOTAL PEOPLE LIMITED,6380764,14.7,14.1
Tove Learning Trust,7525820,16.1,26.6
TQ EDUCATION AND TRAINING LIMITED,604934,28,33
TRAC GROUP LIMITED,4441988,11.3,20.7
Tracsis PLC,5019106,23.9,15.8
TRADEBE MANAGEMENT LIMITED,4372081,8.9,-0.1
Trafford College,,6.6,1.9
TRAVELEX UK LIMITED,1985596,27,13
Trelleborg Offshore UK Ltd.,1369166,24.9,12.4
TRG LOGISTICS LTD,3974669,27,21
Trinity Multi Academy Trust,6897239,26.9,44.7
TRIPP LIMITED,2271587,2,0
Tru (Transitional Rehabilitation Unit) Ltd,2708234,0,0
Truckeast Ltd.,2771432,8.7,20.3
Truro & Penwith Academy Trust,8880841,27.3,43.5
Truro and Penwith College,,9.7,14.1
Trust In Learning (Academies),8089704,21,17.8
Trustees for Roman Catholic Purposes,,3.7,-1.5
TSB BANK PLC,SC095237,31,24
TUI AIRWAYS LIMITED,444359,56.9,47.3
TUI UK LIMITED,2830117,31.2,31.4
TUI UK RETAIL LIMITED,1456086,10.4,2.6
TULIP LIMITED,608077,11,8
TUV SUD LIMITED,SC215164,29.3,29
TVS SUPPLY CHAIN SOLUTIONS LIMITED,2748952,13,7
TWINKL LTD,7201458,2,-3
Twinmar Ltd.,763926,21,0
TWO COUNTIES CLEANING SERVICES LIMITED,4533690,2.2,0
UK Armed Forces,,0.9,0.2
UK Export Finance,,16,16.3
UK MAIL LIMITED,965783,-3.2,-1.5
UK Power Networks (Operations) Ltd.,3870728,20.1,18.3
UK Power Networks (South East Services) Ltd.,2743900,4.7,2.9
UK SHARED BUSINESS SERVICES LIMITED,6330639,20.6,19.6
UNILEVER U.K. CENTRAL RESOURCES LIMITED,29140,18.6,14.9
UNILEVER UK LIMITED,334527,-8.8,-1.3
Union Of Uea Students Ltd.,9664303,1.7,0.6
UNISYS LIMITED,103709,4.7,-0.4
Unite Integrated Solutions PLC,2402714,22.6,12.4
UNITED BISCUITS (UK) LIMITED,2506007,9.6,9.3
United Response,1133776,-1.6,0.4
United Utilities Group PLC,6559020,13.1,15.9
United Utilities PLC,2366616,36.7,16.7
UNITED UTILITIES WATER LIMITED,2366678,12.3,15.2
UNIVAR UK LIMITED,4066871,33.5,-4.5
University Of Gloucestershire,6023243,15.5,18.5
University Of Kent,RC000656,17.5,9.8
Unum European Holding Co. Ltd.,2461639,27.3,17.5
Upwood Primary School,,10.6,34.8
UTILITA ENERGY LIMITED,4849181,7.5,2.6
UTILITA TELESALES LIMITED,6484720,3.1,0
Uttlesford District Council,,-3.3,-3.3
Vacherin Ltd.,4516461,10.3,8.7
Vale Academy Trust,7674473,13,21
Van Hage & Co. (Holdings) Ltd.,618483,6.6,0
VAUXHALL MOTORS LIMITED,135767,-0.8,2.2
Veka PLC,1626563,-11.8,-5.1
VENTRUS LIMITED,7821367,20.1,34.9
Vertiv Infrastructure Ltd,913511,33,23
VICTREX MANUFACTURING LIMITED,2845018,0.6,13.5
VIRGIN MEDIA LIMITED,2591237,9,17.4
VIRGIN MONEY PLC,6952311,32.5,38.4
Vision Academy Learning Trust,,21.9,41.5
Vision Security Group Ltd.,3892575,-2.2,1
VITA CELLULAR FOAMS (UK) LIMITED,621497,16.9,16.7
Vivacity Culture And Leisure,7171668,-2.4,-2.8
Vivienne Westwood Ltd.,2682271,9,0
VODAFONE GLOBAL ENTERPRISE LIMITED,2844851,12.6,17.1
VODAFONE GROUP SERVICES LIMITED,3802001,14.6,7.1
VODAFONE LIMITED,1471587,17.2,18.3
Voestalpine Metsec PLC,1551970,18.2,4.7
Voluntary Service Overseas,703509,5.9,4.5
W. & G. HARRISON LIMITED,1032929,18.6,10.1
Wales & West Housing Association Ltd.,IP21114R,13.5,17.7
WALES HIGH SCHOOL ACADEMY TRUST ,7372160,12.8,21.1
WALKERS SNACK FOODS LIMITED,2333074,-8.1,10.1
WALKERS SNACKS (DISTRIBUTION) LIMITED,3566410,-22.2,-12.9
WALKERS SNACKS LIMITED,3474989,5,-10
Walter Davidson & Sons Ltd.,SC029652,0,0
Warrington Borough Council,,17.9,15
WARWICK STUDENTS' UNION ,7297865,5.9,5.6
Warwickshire College,,16.6,22.9
Wasdell Packaging Ltd.,956939,28,4
Washwood Heath Multi Academy Trust,8531479,11.9,28.8
WATERFIELDS (LEIGH) LIMITED,337210,14.2,6.8
WATERLOO HOUSING GROUP LIMITED,IP28274R,12.1,4.9
WATSON-MARLOW LIMITED,2481019,6.5,18.8
Watt Brothers (Glasgow And Edinburgh) Ltd.,SC009379,0,0
Wcf Ltd.,2263148,15.5,27.3
WCS CARE GROUP LIMITED,2713150,15.9,0
WEETABIX LIMITED,267687,5.4,4.9
WELCOME BREAK HOLDINGS LIMITED,3290817,7.6,0.6
WELLINGBOROUGH SCHOOL,4931009,17.7,26.7
Wernick Hire Ltd.,633778,-0.7,-8.8
Wesc Foundation,6938379,14.6,1.4
"WESCO AIRCRAFT EMEA, LTD.",10131931,7.8,-1.5
WESSEX ARCHAEOLOGY LIMITED,1712772,6.9,2.1
WESSEX GARAGES HOLDINGS LIMITED,2639755,36,32
WESSEX WATER SERVICES LIMITED,2366648,7.3,4.4
West Kent College,,8.3,9.3
West Midlands Combined Authority,,6.5,5.7
West Yorkshire Fire and Rescue Service,,12,8
WESTCOAST LIMITED,1816587,26,8
Western Isles Hospital,SC405791,21.4,7.6
Western Power Distribution PLC,9223384,9,10.5
WESTFIELD EUROPE LIMITED,3912122,32.5,33.7
Westlea Housing Association Ltd.,IP28095R,6.9,11.5
Westminster Abbey,,2,-11.6
Weymouth and Portland Borough Council,,16.9,15.5
Weymouth College,,9.4,11.1
WHITBREAD GROUP PLC,29423,14.8,6.6
White & Co PLC,52204,-6.2,-10.8
White Stuff Ltd.,2319237,30,10
White Woods Primary Academy Trust,8589470,15.1,3.5
Whp Telecoms Ltd.,3601208,29,29
Wigan Leisure And Culture Trust,4624607,8.8,3.8
WILLIAM HILL PLC,4212563,17.2,5.7
Wiltshire College,,9.8,9.9
Winckworth Sherwood LLP,OC334359,-5.2,-0.7
Windsor Learning Partnership,9409109,24.8,41.5
Wirral Met College,,3.1,0
Wirral Metropolitan College,,3.1,0
Wizard Staff Solutions Ltd,9870615,0,0
Woking Borough Council,,22.5,15.6
Wolseley UK Ltd.,636445,2.4,0.9
Wolverhampton Homes,,12,17
WOOD GREEN ANIMAL SHELTERS,2073930,14,7
WOOD GROUP INDUSTRIAL SERVICES LIMITED,5159696,14.6,19.2
WOOD GROUP KENNY UK LIMITED,2331383,28.5,26
WOOD GROUP UK LIMITED,SC296737,16.6,23.1
Woodard Academies Trust,6415729,26,20
Working Links (Employment) Ltd.,3943678,23.7,8.9
WORLDPAY (UK) LIMITED,7316500,33,40
WPP 2005 LIMITED,1003653,42.2,32.8
Wright's Pies (Shelton) Ltd.,526954,0,0
Wycombe District Council,,9.7,10.8
WYNDEHAM BICESTER LIMITED,6941589,16,25.8
WYNDEHAM ROCHE LIMITED,720976,27.6,29.6
Wyre Council,,1.4,1.6
Wyre Forest District Council,,-10.3,-12.5
WYTHENSHAWE COMMUNITY HOUSING GROUP LIMITED,8198590,3.5,13.2
XOSERVE LIMITED,5046877,7.3,1
Yellow Dot Group Ltd.,5463277,-35.4,-80.6
YELLOW DOT LIMITED,4985737,-35.4,-80.6
YEOMANS LIMITED,1937745,46.8,23.4
Yeovil College,,15.9,16.5
YHA (ENGLAND AND WALES),282555,9.7,0
Yorkshire Building Society,MUT00001,31,28.6
YORKSHIRE HOUSING LIMITED,IP030443,7.5,16.8
YOUNG & RUBICAM GROUP LIMITED,390845,18.4,14.6
Your Homes Newcastle Ltd.,5076256,-4.6,-16.5
YOUR LEISURE KENT LIMITED,IP28889R,-18.4,-0.7
YPO,,-2.8,-10.3
ZPG PLC,9005884,27.8,17.5
Zurich Employment Services Ltd.,243883,30,33.7
Zurich UK General Services Ltd.,3843124,25.9,26.3